#	BRK.B	CITI	DAL	GOOG	ILMN	META	NLY	O	PM	QQQ	SPY
1	309.91		32.61	89.7	200.87	124.74	21.44	63.8	101.3	264.48	380.82
2	314.55		34.39	88.71	202.61	127.37	21.69	64.61	101.23	265.74	383.76
3	312.9		35.23	86.77	201.15	126.94	21.65	63.39	100.82	261.58	379.38
4	318.69		36.03	88.16	201.87	130.02	22.14	64.08	103.49	268.8	388.08
5	315.53		36.77	88.8	207.31	129.47	22.04	64.7	102.3	270.54	387.86
6	316.35		38.09	89.24	194.45	132.99	22.23	64.14	102.19	272.83	390.58
7	320.37		38.18	92.26	204.05	132.89	22.54	66	102.06	277.55	395.52
8	318.93		39.6	91.91	193.75	136.71	22.73	66.55	101.44	279.05	396.96
